,Location,Latitude,Longitude,Metric
287,America,37.09024,-95.712891,628
288,America,37.09024,-95.712891,628
289,Brasil,-10.3333333,-53.2,32
290,Brasil,-10.3333333,-53.2,32
291,America,37.09024,-95.712891,628
292,Japan,36.5748441,139.2394179,3
293,America,37.09024,-95.712891,628
294,Colombia,2.8894434,-73.783892,14
295,America,37.09024,-95.712891,628
296,Colombia,2.8894434,-73.783892,14
297,Argentina,-34.9964963,-64.9672817,22
298,America,37.09024,-95.712891,628
299,Peru,-6.8699697,-75.0458515,1
300,Scotland,56.7861112,-4.1140518,24
301,America,37.09024,-95.712891,628
302,America,37.09024,-95.712891,628
303,Canada,61.0666922,-107.9917071,70
304,America,37.09024,-95.712891,628
305,America,37.09024,-95.712891,628
306,America,37.09024,-95.712891,628
307,England,52.5310214,-1.2649062,118
308,France,46.603354,1.8883335,45
309,America,37.09024,-95.712891,628
310,Argentina,-34.9964963,-64.9672817,22
311,America,37.09024,-95.712891,628
312,America,37.09024,-95.712891,628
313,Scotland,56.7861112,-4.1140518,24
314,Congo,-0.7264327,15.6419155,1
315,Chile,-31.7613365,-71.3187697,7
316,America,37.09024,-95.712891,628
317,America,37.09024,-95.712891,628
318,America,37.09024,-95.712891,628
319,America,37.09024,-95.712891,628
320,Ghana,8.0300284,-1.0800271,4
321,India,22.3511148,78.6677428,66
322,America,37.09024,-95.712891,628
323,Brasil,-10.3333333,-53.2,32
324,Uruguay,-32.8755548,-56.0201525,2
325,America,37.09024,-95.712891,628
326,America,37.09024,-95.712891,628
327,Brasil,-10.3333333,-53.2,32
328,America,37.09024,-95.712891,628
329,America,37.09024,-95.712891,628
330,America,37.09024,-95.712891,628
331,Georgia,32.3293809,-83.1137366,7
332,America,37.09024,-95.712891,628
333,America,37.09024,-95.712891,628
334,America,37.09024,-95.712891,628
335,America,37.09024,-95.712891,628
336,America,37.09024,-95.712891,628
337,Slovakia,48.7411522,19.4528646,2
338,Slovakia,48.7411522,19.4528646,2
339,Guatemala,15.6356088,-89.8988087,2
340,America,37.09024,-95.712891,628
341,England,52.5310214,-1.2649062,118
342,America,37.09024,-95.712891,628
343,America,37.09024,-95.712891,628
344,America,37.09024,-95.712891,628
345,America,37.09024,-95.712891,628
346,America,37.09024,-95.712891,628
347,America,37.09024,-95.712891,628
348,Canada,61.0666922,-107.9917071,70
349,England,52.5310214,-1.2649062,118
350,Canada,61.0666922,-107.9917071,70
351,Holland,52.5001698,5.7480821,12
352,France,46.603354,1.8883335,45
353,Argentina,-34.9964963,-64.9672817,22
354,Argentina,-34.9964963,-64.9672817,22
355,Canada,61.0666922,-107.9917071,70
356,America,37.09024,-95.712891,628
357,America,37.09024,-95.712891,628
358,America,37.09024,-95.712891,628
359,America,37.09024,-95.712891,628
360,America,37.09024,-95.712891,628
361,England,52.5310214,-1.2649062,118
362,Nigeria,9.6000359,7.9999721,37
363,America,37.09024,-95.712891,628
364,America,37.09024,-95.712891,628
365,Nigeria,9.6000359,7.9999721,37
366,America,37.09024,-95.712891,628
367,America,37.09024,-95.712891,628
368,France,46.603354,1.8883335,45
369,America,37.09024,-95.712891,628
370,America,37.09024,-95.712891,628
371,America,37.09024,-95.712891,628
372,America,37.09024,-95.712891,628
373,America,37.09024,-95.712891,628
374,America,37.09024,-95.712891,628
375,Colombia,2.8894434,-73.783892,14
376,Canada,61.0666922,-107.9917071,70
377,America,37.09024,-95.712891,628
378,America,37.09024,-95.712891,628
379,America,37.09024,-95.712891,628
380,America,37.09024,-95.712891,628
381,America,37.09024,-95.712891,628
382,America,37.09024,-95.712891,628
383,England,52.5310214,-1.2649062,118
384,England,52.5310214,-1.2649062,118
385,America,37.09024,-95.712891,628
386,America,37.09024,-95.712891,628
387,France,46.603354,1.8883335,45
388,Colombia,2.8894434,-73.783892,14
389,England,52.5310214,-1.2649062,118
390,America,37.09024,-95.712891,628
391,America,37.09024,-95.712891,628
392,England,52.5310214,-1.2649062,118
393,America,37.09024,-95.712891,628
394,Rwanda,-1.9646631,30.0644358,1
395,America,37.09024,-95.712891,628
396,Canada,61.0666922,-107.9917071,70
397,America,37.09024,-95.712891,628
398,America,37.09024,-95.712891,628
399,America,37.09024,-95.712891,628
400,Scotland,56.7861112,-4.1140518,24
401,America,37.09024,-95.712891,628
402,Nigeria,9.6000359,7.9999721,37
403,France,46.603354,1.8883335,45
404,England,52.5310214,-1.2649062,118
405,India,22.3511148,78.6677428,66
406,Canada,61.0666922,-107.9917071,70
407,America,37.09024,-95.712891,628
408,America,37.09024,-95.712891,628
409,America,37.09024,-95.712891,628
410,America,37.09024,-95.712891,628
411,America,37.09024,-95.712891,628
412,Chile,-31.7613365,-71.3187697,7
413,America,37.09024,-95.712891,628
414,France,46.603354,1.8883335,45
415,India,22.3511148,78.6677428,66
416,America,37.09024,-95.712891,628
417,India,22.3511148,78.6677428,66
418,India,22.3511148,78.6677428,66
419,Nigeria,9.6000359,7.9999721,37
420,America,37.09024,-95.712891,628
421,Canada,61.0666922,-107.9917071,70
422,America,37.09024,-95.712891,628
423,United Kingdom,54.7023545,-3.2765753,62
424,Georgia,32.3293809,-83.1137366,7
425,America,37.09024,-95.712891,628
426,America,37.09024,-95.712891,628
427,America,37.09024,-95.712891,628
428,America,37.09024,-95.712891,628
429,Canada,61.0666922,-107.9917071,70
430,America,37.09024,-95.712891,628
431,Switzerland,46.7985624,8.2319736,2
432,America,37.09024,-95.712891,628
433,America,37.09024,-95.712891,628
434,Brasil,-10.3333333,-53.2,32
435,Brasil,-10.3333333,-53.2,32
436,America,37.09024,-95.712891,628
437,America,37.09024,-95.712891,628
438,America,37.09024,-95.712891,628
439,England,52.5310214,-1.2649062,118
440,England,52.5310214,-1.2649062,118
441,America,37.09024,-95.712891,628
442,America,37.09024,-95.712891,628
443,America,37.09024,-95.712891,628
444,England,52.5310214,-1.2649062,118
445,England,52.5310214,-1.2649062,118
446,Canada,61.0666922,-107.9917071,70
447,Canada,61.0666922,-107.9917071,70
448,United Kingdom,54.7023545,-3.2765753,62
449,America,37.09024,-95.712891,628
450,America,37.09024,-95.712891,628
451,America,37.09024,-95.712891,628
452,England,52.5310214,-1.2649062,118
453,United Kingdom,54.7023545,-3.2765753,62
454,America,37.09024,-95.712891,628
455,United Kingdom,54.7023545,-3.2765753,62
456,America,37.09024,-95.712891,628
457,Canada,61.0666922,-107.9917071,70
458,America,37.09024,-95.712891,628
459,America,37.09024,-95.712891,628
460,America,37.09024,-95.712891,628
461,Germany,51.0834196,10.4234469,12
462,Turkey,38.9597594,34.9249653,6
463,India,22.3511148,78.6677428,66
464,Kuwait,29.2733964,47.4979476,1
465,Qatar,25.3336984,51.2295295,1
466,America,37.09024,-95.712891,628
467,America,37.09024,-95.712891,628
468,America,37.09024,-95.712891,628
469,France,46.603354,1.8883335,45
470,United Kingdom,54.7023545,-3.2765753,62
471,Brasil,-10.3333333,-53.2,32
472,Brasil,-10.3333333,-53.2,32
473,England,52.5310214,-1.2649062,118
474,England,52.5310214,-1.2649062,118
475,Japan,36.5748441,139.2394179,3
476,Kenya,1.4419683,38.4313975,7
477,England,52.5310214,-1.2649062,118
478,England,52.5310214,-1.2649062,118
479,United Kingdom,54.7023545,-3.2765753,62
480,America,37.09024,-95.712891,628
481,America,37.09024,-95.712891,628
482,America,37.09024,-95.712891,628
483,Colombia,2.8894434,-73.783892,14
484,America,37.09024,-95.712891,628
485,America,37.09024,-95.712891,628
486,America,37.09024,-95.712891,628
487,France,46.603354,1.8883335,45
488,America,37.09024,-95.712891,628
489,Nigeria,9.6000359,7.9999721,37
490,America,37.09024,-95.712891,628
491,Germany,51.0834196,10.4234469,12
492,America,37.09024,-95.712891,628
493,America,37.09024,-95.712891,628
494,America,37.09024,-95.712891,628
495,Nigeria,9.6000359,7.9999721,37
496,America,37.09024,-95.712891,628
497,America,37.09024,-95.712891,628
498,America,37.09024,-95.712891,628
499,America,37.09024,-95.712891,628
500,America,37.09024,-95.712891,628
501,America,37.09024,-95.712891,628
502,America,37.09024,-95.712891,628
503,America,37.09024,-95.712891,628
504,Scotland,56.7861112,-4.1140518,24
505,America,37.09024,-95.712891,628
506,America,37.09024,-95.712891,628
507,America,37.09024,-95.712891,628
508,America,37.09024,-95.712891,628
509,Liban,33.8750629,35.843409,2
510,America,37.09024,-95.712891,628
511,America,37.09024,-95.712891,628
512,America,37.09024,-95.712891,628
513,India,22.3511148,78.6677428,66
514,Scotland,56.7861112,-4.1140518,24
515,India,22.3511148,78.6677428,66
516,England,52.5310214,-1.2649062,118
517,United Kingdom,54.7023545,-3.2765753,62
518,America,37.09024,-95.712891,628
519,America,37.09024,-95.712891,628
520,America,37.09024,-95.712891,628
521,Nigeria,9.6000359,7.9999721,37
522,America,37.09024,-95.712891,628
523,America,37.09024,-95.712891,628
524,America,37.09024,-95.712891,628
525,America,37.09024,-95.712891,628
526,Cumbria,54.6143136,-2.9420983340597866,1
527,England,52.5310214,-1.2649062,118
528,America,37.09024,-95.712891,628
529,Portugal,40.0332629,-7.8896263,6
530,America,37.09024,-95.712891,628
531,America,37.09024,-95.712891,628
532,America,37.09024,-95.712891,628
533,United Kingdom,54.7023545,-3.2765753,62
534,Brasil,-10.3333333,-53.2,32
535,Brasil,-10.3333333,-53.2,32
536,Indonesia,-2.4833826,117.8902853,2
537,America,37.09024,-95.712891,628
538,Venezuela,8.0018709,-66.1109318,16
539,India,22.3511148,78.6677428,66
540,Holland,52.5001698,5.7480821,12
541,America,37.09024,-95.712891,628
542,America,37.09024,-95.712891,628
543,America,37.09024,-95.712891,628
544,America,37.09024,-95.712891,628
545,America,37.09024,-95.712891,628
546,America,37.09024,-95.712891,628
547,Canada,61.0666922,-107.9917071,70
548,England,52.5310214,-1.2649062,118
549,Poland,52.215933,19.134422,4
550,England,52.5310214,-1.2649062,118
551,England,52.5310214,-1.2649062,118
552,America,37.09024,-95.712891,628
553,Nigeria,9.6000359,7.9999721,37
554,America,37.09024,-95.712891,628
555,America,37.09024,-95.712891,628
556,America,37.09024,-95.712891,628
557,America,37.09024,-95.712891,628
558,America,37.09024,-95.712891,628
559,America,37.09024,-95.712891,628
560,Canada,61.0666922,-107.9917071,70
561,Holland,52.5001698,5.7480821,12
562,Canada,61.0666922,-107.9917071,70
563,England,52.5310214,-1.2649062,118
564,England,52.5310214,-1.2649062,118
565,Albania,41.000028,19.9999619,2
566,England,52.5310214,-1.2649062,118
567,Nigeria,9.6000359,7.9999721,37
568,England,52.5310214,-1.2649062,118
569,America,37.09024,-95.712891,628
570,America,37.09024,-95.712891,628
571,America,37.09024,-95.712891,628
572,England,52.5310214,-1.2649062,118
573,England,52.5310214,-1.2649062,118
574,America,37.09024,-95.712891,628
575,America,37.09024,-95.712891,628
576,México,22.5000485,-100.0000375,1
577,Argentina,-34.9964963,-64.9672817,22
578,Turkey,38.9597594,34.9249653,6
579,America,37.09024,-95.712891,628
580,Canada,61.0666922,-107.9917071,70
581,America,37.09024,-95.712891,628
582,America,37.09024,-95.712891,628
583,America,37.09024,-95.712891,628
584,Namibia,-23.2335499,17.3231107,6
585,Germany,51.0834196,10.4234469,12
586,Argentina,-34.9964963,-64.9672817,22
587,Canada,61.0666922,-107.9917071,70
588,America,37.09024,-95.712891,628
589,America,37.09024,-95.712891,628
590,Argentina,-34.9964963,-64.9672817,22
591,India,22.3511148,78.6677428,66
592,India,22.3511148,78.6677428,66
593,France,46.603354,1.8883335,45
594,England,52.5310214,-1.2649062,118
595,America,37.09024,-95.712891,628
596,England,52.5310214,-1.2649062,118
597,America,37.09024,-95.712891,628
598,England,52.5310214,-1.2649062,118
599,America,37.09024,-95.712891,628
600,America,37.09024,-95.712891,628
601,Philippines,12.7503486,122.7312101,4
602,America,37.09024,-95.712891,628
603,America,37.09024,-95.712891,628
604,Italy,42.6384261,12.674297,5
605,America,37.09024,-95.712891,628
606,America,37.09024,-95.712891,628
607,India,22.3511148,78.6677428,66
608,England,52.5310214,-1.2649062,118
609,America,37.09024,-95.712891,628
610,Kenya,1.4419683,38.4313975,7
611,America,37.09024,-95.712891,628
612,America,37.09024,-95.712891,628
613,America,37.09024,-95.712891,628
614,America,37.09024,-95.712891,628
615,Canada,61.0666922,-107.9917071,70
616,United Kingdom,54.7023545,-3.2765753,62
617,America,37.09024,-95.712891,628
618,America,37.09024,-95.712891,628
619,Poland,52.215933,19.134422,4
620,America,37.09024,-95.712891,628
621,United Kingdom,54.7023545,-3.2765753,62
622,England,52.5310214,-1.2649062,118
623,America,37.09024,-95.712891,628
624,America,37.09024,-95.712891,628
625,America,37.09024,-95.712891,628
626,Nigeria,9.6000359,7.9999721,37
627,America,37.09024,-95.712891,628
628,America,37.09024,-95.712891,628
629,America,37.09024,-95.712891,628
630,India,22.3511148,78.6677428,66
631,United Kingdom,54.7023545,-3.2765753,62
632,Canada,61.0666922,-107.9917071,70
633,America,37.09024,-95.712891,628
634,Chile,-31.7613365,-71.3187697,7
635,Canada,61.0666922,-107.9917071,70
636,England,52.5310214,-1.2649062,118
637,England,52.5310214,-1.2649062,118
638,America,37.09024,-95.712891,628
639,India,22.3511148,78.6677428,66
640,America,37.09024,-95.712891,628
641,America,37.09024,-95.712891,628
642,America,37.09024,-95.712891,628
643,France,46.603354,1.8883335,45
644,France,46.603354,1.8883335,45
645,America,37.09024,-95.712891,628
646,Venezuela,8.0018709,-66.1109318,16
647,India,22.3511148,78.6677428,66
648,America,37.09024,-95.712891,628
649,Nigeria,9.6000359,7.9999721,37
650,Ecuador,-1.3397668,-79.3666965,4
651,Nigeria,9.6000359,7.9999721,37
652,France,46.603354,1.8883335,45
653,America,37.09024,-95.712891,628
654,America,37.09024,-95.712891,628
655,Bangalore,12.9791198,77.5912997,4
656,India,22.3511148,78.6677428,66
657,America,37.09024,-95.712891,628
658,America,37.09024,-95.712891,628
659,America,37.09024,-95.712891,628
660,United Kingdom,54.7023545,-3.2765753,62
661,India,22.3511148,78.6677428,66
662,America,37.09024,-95.712891,628
663,America,37.09024,-95.712891,628
664,India,22.3511148,78.6677428,66
665,America,37.09024,-95.712891,628
666,Brazil,-10.3333333,-53.2,6
667,Zealand,55.545959550000006,11.697905825948633,2
668,America,37.09024,-95.712891,628
669,United Kingdom,54.7023545,-3.2765753,62
670,America,37.09024,-95.712891,628
671,Canada,61.0666922,-107.9917071,70
672,America,37.09024,-95.712891,628
673,America,37.09024,-95.712891,628
674,America,37.09024,-95.712891,628
675,Malaysia,4.5693754,102.2656823,2
676,America,37.09024,-95.712891,628
677,America,37.09024,-95.712891,628
678,England,52.5310214,-1.2649062,118
679,Namibia,-23.2335499,17.3231107,6
680,Namibia,-23.2335499,17.3231107,6
681,America,37.09024,-95.712891,628
682,America,37.09024,-95.712891,628
683,England,52.5310214,-1.2649062,118
684,Australia,-24.7761086,134.755,4
685,Bangalore,12.9791198,77.5912997,4
686,France,46.603354,1.8883335,45
687,America,37.09024,-95.712891,628
688,India,22.3511148,78.6677428,66
689,America,37.09024,-95.712891,628
690,England,52.5310214,-1.2649062,118
691,Venezuela,8.0018709,-66.1109318,16
692,Brasil,-10.3333333,-53.2,32
693,Brasil,-10.3333333,-53.2,32
694,England,52.5310214,-1.2649062,118
695,America,37.09024,-95.712891,628
696,England,52.5310214,-1.2649062,118
697,England,52.5310214,-1.2649062,118
698,America,37.09024,-95.712891,628
699,France,46.603354,1.8883335,45
700,France,46.603354,1.8883335,45
701,America,37.09024,-95.712891,628
702,America,37.09024,-95.712891,628
703,America,37.09024,-95.712891,628
704,Columbia,2.8894434,-73.783892,11
705,Canada,61.0666922,-107.9917071,70
706,America,37.09024,-95.712891,628
707,America,37.09024,-95.712891,628
708,America,37.09024,-95.712891,628
709,America,37.09024,-95.712891,628
710,America,37.09024,-95.712891,628
711,Scotland,56.7861112,-4.1140518,24
712,United Kingdom,54.7023545,-3.2765753,62
713,Nigeria,9.6000359,7.9999721,37
714,Nigeria,9.6000359,7.9999721,37
715,Brasilia,-10.3333333,-53.2,1
716,Spain,39.3262345,-4.8380649,6
717,Philippines,12.7503486,122.7312101,4
718,America,37.09024,-95.712891,628
719,America,37.09024,-95.712891,628
720,America,37.09024,-95.712891,628
721,Portugal,40.0332629,-7.8896263,6
722,United Kingdom,54.7023545,-3.2765753,62
723,France,46.603354,1.8883335,45
724,America,37.09024,-95.712891,628
725,America,37.09024,-95.712891,628
726,America,37.09024,-95.712891,628
727,Scotland,56.7861112,-4.1140518,24
728,Nigeria,9.6000359,7.9999721,37
729,Holland,52.5001698,5.7480821,12
730,America,37.09024,-95.712891,628
731,America,37.09024,-95.712891,628
732,America,37.09024,-95.712891,628
733,Scotland,56.7861112,-4.1140518,24
734,America,37.09024,-95.712891,628
735,Argentina,-34.9964963,-64.9672817,22
736,Liban,33.8750629,35.843409,2
737,America,37.09024,-95.712891,628
738,America,37.09024,-95.712891,628
739,Waterloo,42.4979693,-92.3329637,2
740,America,37.09024,-95.712891,628
741,India,22.3511148,78.6677428,66
742,Scotland,56.7861112,-4.1140518,24
743,India,22.3511148,78.6677428,66
744,America,37.09024,-95.712891,628
745,Kingdom.,43.1139558,-76.3960453,1
746,Canada,61.0666922,-107.9917071,70
747,England,52.5310214,-1.2649062,118
748,England,52.5310214,-1.2649062,118
749,Colombia,2.8894434,-73.783892,14
750,Nigeria,9.6000359,7.9999721,37
751,Columbia,2.8894434,-73.783892,11
752,America,37.09024,-95.712891,628
753,America,37.09024,-95.712891,628
754,America,37.09024,-95.712891,628
755,America,37.09024,-95.712891,628
756,America,37.09024,-95.712891,628
757,Portugal,40.0332629,-7.8896263,6
758,America,37.09024,-95.712891,628
759,Brasil,-10.3333333,-53.2,32
760,Brasil,-10.3333333,-53.2,32
761,America,37.09024,-95.712891,628
762,Indonesia,-2.4833826,117.8902853,2
763,Venezuela,8.0018709,-66.1109318,16
764,America,37.09024,-95.712891,628
765,France,46.603354,1.8883335,45
766,America,37.09024,-95.712891,628
767,America,37.09024,-95.712891,628
768,America,37.09024,-95.712891,628
769,Canada,61.0666922,-107.9917071,70
770,England,52.5310214,-1.2649062,118
771,Poland,52.215933,19.134422,4
772,England,52.5310214,-1.2649062,118
773,Nigeria,9.6000359,7.9999721,37
774,America,37.09024,-95.712891,628
775,America,37.09024,-95.712891,628
776,United Kingdom,54.7023545,-3.2765753,62
777,America,37.09024,-95.712891,628
778,France,46.603354,1.8883335,45
779,France,46.603354,1.8883335,45
780,Canada,61.0666922,-107.9917071,70
781,England,52.5310214,-1.2649062,118
782,England,52.5310214,-1.2649062,118
783,Albania,41.000028,19.9999619,2
784,Nigeria,9.6000359,7.9999721,37
785,England,52.5310214,-1.2649062,118
786,America,37.09024,-95.712891,628
787,England,52.5310214,-1.2649062,118
788,America,37.09024,-95.712891,628
789,Dublin,53.3497645,-6.2602732,3
790,Ireland,52.865196,-7.9794599,7
791,America,37.09024,-95.712891,628
792,England,52.5310214,-1.2649062,118
793,America,37.09024,-95.712891,628
794,America,37.09024,-95.712891,628
795,Nigeria,9.6000359,7.9999721,37
796,Argentina,-34.9964963,-64.9672817,22
797,Turkey,38.9597594,34.9249653,6
798,America,37.09024,-95.712891,628
799,Canada,61.0666922,-107.9917071,70
800,America,37.09024,-95.712891,628
801,France,46.603354,1.8883335,45
802,United Kingdom,54.7023545,-3.2765753,62
803,Namibia,-23.2335499,17.3231107,6
804,America,37.09024,-95.712891,628
805,America,37.09024,-95.712891,628
806,Thailand,14.8971921,100.83273,3
807,Argentina,-34.9964963,-64.9672817,22
808,Canada,61.0666922,-107.9917071,70
809,America,37.09024,-95.712891,628
810,Argentina,-34.9964963,-64.9672817,22
811,India,22.3511148,78.6677428,66
812,England,52.5310214,-1.2649062,118
813,Germany,51.0834196,10.4234469,12
814,Guerrero,17.666667,-100.0,1
815,Canada,61.0666922,-107.9917071,70
816,India,22.3511148,78.6677428,66
817,France,46.603354,1.8883335,45
818,America,37.09024,-95.712891,628
819,England,52.5310214,-1.2649062,118
820,America,37.09024,-95.712891,628
821,America,37.09024,-95.712891,628
822,England,52.5310214,-1.2649062,118
823,America,37.09024,-95.712891,628
824,United Kingdom,54.7023545,-3.2765753,62
825,England,52.5310214,-1.2649062,118
826,America,37.09024,-95.712891,628
827,America,37.09024,-95.712891,628
828,Philippines,12.7503486,122.7312101,4
829,America,37.09024,-95.712891,628
830,Ghana,8.0300284,-1.0800271,4
831,Ireland,52.865196,-7.9794599,7
832,India,22.3511148,78.6677428,66
833,England,52.5310214,-1.2649062,118
834,America,37.09024,-95.712891,628
835,America,37.09024,-95.712891,628
836,Kenya,1.4419683,38.4313975,7
837,America,37.09024,-95.712891,628
838,America,37.09024,-95.712891,628
839,"Georgia,",32.3293809,-83.1137366,1
840,America,37.09024,-95.712891,628
841,Canada,61.0666922,-107.9917071,70
842,America,37.09024,-95.712891,628
843,America,37.09024,-95.712891,628
844,Canada,61.0666922,-107.9917071,70
845,France,46.603354,1.8883335,45
846,America,37.09024,-95.712891,628
847,England,52.5310214,-1.2649062,118
848,Poland,52.215933,19.134422,4
849,America,37.09024,-95.712891,628
850,Canada,61.0666922,-107.9917071,70
851,America,37.09024,-95.712891,628
852,United Kingdom,54.7023545,-3.2765753,62
853,Spain,39.3262345,-4.8380649,6
854,England,52.5310214,-1.2649062,118
855,America,37.09024,-95.712891,628
856,America,37.09024,-95.712891,628
857,Nigeria,9.6000359,7.9999721,37
858,America,37.09024,-95.712891,628
859,Canada,61.0666922,-107.9917071,70
860,Nigeria,9.6000359,7.9999721,37
861,India,22.3511148,78.6677428,66
862,Brazil,-10.3333333,-53.2,6
863,Argentina,-34.9964963,-64.9672817,22
864,America,37.09024,-95.712891,628
865,America,37.09024,-95.712891,628
866,America,37.09024,-95.712891,628
867,Turkey,38.9597594,34.9249653,6
868,India,22.3511148,78.6677428,66
869,Canada,61.0666922,-107.9917071,70
870,Chile,-31.7613365,-71.3187697,7
871,England,52.5310214,-1.2649062,118
872,America,37.09024,-95.712891,628
